ProtocolID,Section,Question,ScoringOptions,Notes
EMD-782,D. Pre-Arrival / Post Dispatch Instructions,"One arm higher than other (both raised, but unequally) - 1","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-783,D. Pre-Arrival / Post Dispatch Instructions,Only one arm raised - 3,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-784,D. Pre-Arrival / Post Dispatch Instructions,Cannot complete request (to raise arms),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-785,D. Pre-Arrival / Post Dispatch Instructions,"Ask her/him to say, ""The early bird catches the worm.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-786,D. Pre-Arrival / Post Dispatch Instructions,a. (wait) Was s/he able to repeat it correctly?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-787,D. Pre-Arrival / Post Dispatch Instructions,"(Clarify) Was it slurred, garbled, or not understandable?","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-788,D. Pre-Arrival / Post Dispatch Instructions,Said correctly -0,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-789,D. Pre-Arrival / Post Dispatch Instructions,Slurred speech - 3,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-790,D. Pre-Arrival / Post Dispatch Instructions,Garbled or not understandable speech - 3,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-791,D. Pre-Arrival / Post Dispatch Instructions,Cannot complete request (to speak),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-792,D. Pre-Arrival / Post Dispatch Instructions,"Consider notification of the appropriate Stroke Center for patients with CLEAR, STRONG, or PARTIAL evidence of stroke.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-793,D. Pre-Arrival / Post Dispatch Instructions,add up the scores that are assigned to each answer in the SCORE column:,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-794,D. Pre-Arrival / Post Dispatch Instructions,>3 = CLEAR evidence of stroke,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-795,D. Pre-Arrival / Post Dispatch Instructions,2= STRONG evidence of stroke.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-796,D. Pre-Arrival / Post Dispatch Instructions,1 = PARTIAL evidence of stroke.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-797,D. Pre-Arrival / Post Dispatch Instructions,0= No test evidence of stroke.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-798,D. Pre-Arrival / Post Dispatch Instructions,Stay calm and listen carefully so that I can help you get out. I will tell you exactly what to do next.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-799,D. Pre-Arrival / Post Dispatch Instructions,Have everyone release their seat belts and unlock the doors.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-800,D. Pre-Arrival / Post Dispatch Instructions,Can you open the rear side window all the way?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-801,D. Pre-Arrival / Post Dispatch Instructions,(If you have electric windows make sure the key is on),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-802,D. Pre-Arrival / Post Dispatch Instructions,(No) Can you open a front side window all the way?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-803,D. Pre-Arrival / Post Dispatch Instructions,"Move into the back seat, where you need to try to break a rear side window.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-804,D. Pre-Arrival / Post Dispatch Instructions,"Do you have a hammer, center punch, or anything heavy and hard to break the window with?","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-805,D. Pre-Arrival / Post Dispatch Instructions,"(Yes) Use this object and hit a side window near the bottom corner, closest to the front of the vehicle.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-806,D. Pre-Arrival / Post Dispatch Instructions,Did you break the window?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-807,D. Pre-Arrival / Post Dispatch Instructions,(Yes) Clear all of the glass out of the window opening.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-808,D. Pre-Arrival / Post Dispatch Instructions,"Is there anything else around that is heavy and hard? (check your glove compartment, console, and under your seats)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-809,D. Pre-Arrival / Post Dispatch Instructions,"(Yes) Use this object and hit a side window near the bottom corner, closest to the front of the vehicle.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-810,D. Pre-Arrival / Post Dispatch Instructions,"(No) Lie down on your back and use both feet together to kick a rear side window near the bottom corner, closest to the front of the vehicle.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-811,D. Pre-Arrival / Post Dispatch Instructions,Did you break the window?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-812,D. Pre-Arrival / Post Dispatch Instructions,(Yes) Clear all of the glass out of the window opening.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-813,D. Pre-Arrival / Post Dispatch Instructions,Roll that window all the way down.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-814,D. Pre-Arrival / Post Dispatch Instructions,Are there any children or anyone else who needs assistance with their seatbelts?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-815,D. Pre-Arrival / Post Dispatch Instructions,"(Yes) Starting with the oldest, help them undo their seat belts and have them get out through the open window. Push all the children out ahead of you.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-816,D. Pre-Arrival / Post Dispatch Instructions,Get out of the vehicle now and swim to the nearest shore.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-817,D. Pre-Arrival / Post Dispatch Instructions,"If you need to, you can hold on to the floating vehicle until you catch your breath and determine where to swim.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-818,D. Pre-Arrival / Post Dispatch Instructions,"At some point, your phone may stop working, so I'm going to tell you exactly what to do next.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-819,D. Pre-Arrival / Post Dispatch Instructions,Your car is going to continue to fill with water.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-820,D. Pre-Arrival / Post Dispatch Instructions,"Just before the water covers your head, take a deep breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-821,D. Pre-Arrival / Post Dispatch Instructions,"Once you are completely underwater, you should be able to open a door and get to the surface.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-822,D. Pre-Arrival / Post Dispatch Instructions,Keep trying to open the door.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-823,D. Pre-Arrival / Post Dispatch Instructions,"If it won't open, try to break a side window out and follow the bubbles to the service.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-824,D. Pre-Arrival / Post Dispatch Instructions,"(Vehicle not completely submerged) Look again for an object that is heavy and hard. (Check your glove compartment, console, and under your seats.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-825,D. Pre-Arrival / Post Dispatch Instructions,Is the water moving the vehicle or getting deeper inside the vehicle?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-826,D. Pre-Arrival / Post Dispatch Instructions,(Yes) stay calm and listen carefully so that I can help you get out. I will tell you exactly what to do next.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-827,D. Pre-Arrival / Post Dispatch Instructions,Have everyone release their seat belts and unlock the doors.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-828,D. Pre-Arrival / Post Dispatch Instructions,You must get out of the vehicle and on top of the roof.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-829,D. Pre-Arrival / Post Dispatch Instructions,Can you open a window on the side the water is coming from (upstream)?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-830,D. Pre-Arrival / Post Dispatch Instructions,"(If you have electric windows, make sure your key is on.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-831,D. Pre-Arrival / Post Dispatch Instructions,"(No) Can you open a door on the other side, away from where the water is coming from (downstream)?","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-832,D. Pre-Arrival / Post Dispatch Instructions,(Remember to unlock the doors.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-833,D. Pre-Arrival / Post Dispatch Instructions,"Can you open a window on this side of the vehicle, still away from where the water is coming from (downstream)?","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-834,D. Pre-Arrival / Post Dispatch Instructions,"(No) Do you have a hammer, center punch, or anything heavy and hard to break the window with?","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-835,D. Pre-Arrival / Post Dispatch Instructions,"(Yes) Use this object and hit a side window near the bottom corner, closest to the front of the vehicle.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-836,D. Pre-Arrival / Post Dispatch Instructions,Did you break the window?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-837,D. Pre-Arrival / Post Dispatch Instructions,(Yes) Clear all the glass out of the window opening.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-838,D. Pre-Arrival / Post Dispatch Instructions,"Is there anything else around that is heavy and hard? (Check your glove compartment, console, and under your seats).","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-839,D. Pre-Arrival / Post Dispatch Instructions,"(Yes) Use this object and hit a side window near the bottom corner, closest to the front of the vehicle.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-840,D. Pre-Arrival / Post Dispatch Instructions,"(No) Lie down on your back and use both feet together to kick a side window near the bottom corner, closest to the front of the vehicle. This may be easier in the backseat.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-841,D. Pre-Arrival / Post Dispatch Instructions,Did you break the window?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-842,D. Pre-Arrival / Post Dispatch Instructions,(Window) Roll that window all the way down.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-843,D. Pre-Arrival / Post Dispatch Instructions,(Door) Open the door all the way.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-844,D. Pre-Arrival / Post Dispatch Instructions,Are there any children or anyone else who needs assistance with their seat belts?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-845,D. Pre-Arrival / Post Dispatch Instructions,"(Yes) Starting with the oldest, help them undo their seat belts and get them on top of the roof.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-846,D. Pre-Arrival / Post Dispatch Instructions,Climb to the roof and stay with your vehicle.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-847,D. Pre-Arrival / Post Dispatch Instructions,"If possible, take the phone with you.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-848,D. Pre-Arrival / Post Dispatch Instructions,Stay on top of the roof unless your vehicle starts to move with the current.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-849,D. Pre-Arrival / Post Dispatch Instructions,Has the water started to move your vehicle?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-850,D. Pre-Arrival / Post Dispatch Instructions,"Your vehicle will probably sink now. You will need to try to wade or swim to the nearest shore, or a fixed object (sign, tree, post, building)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-851,D. Pre-Arrival / Post Dispatch Instructions,You can stay on top of the vehicle if it seems like it could bring you closer to the shore or a fixed object.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-852,D. Pre-Arrival / Post Dispatch Instructions,"At some point, your phone may stop working, so I'm going to tell you exactly what to do next.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-853,D. Pre-Arrival / Post Dispatch Instructions,Your car is going to continue to fill with water.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-854,D. Pre-Arrival / Post Dispatch Instructions,"Just before the water covers your head, take a deep breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-855,D. Pre-Arrival / Post Dispatch Instructions,"Once you are completely underwater, you should be able to open a door and get to the surface.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-856,D. Pre-Arrival / Post Dispatch Instructions,Keep trying to open the door.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-857,D. Pre-Arrival / Post Dispatch Instructions,"If it won't open, try to break a side window out and follow the bubbles to the surface.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-858,D. Pre-Arrival / Post Dispatch Instructions,"(Vehicle not completely submerged) Look again for an object that is heavy and hard. (Check your glove compartment, console, and under your seats.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-859,D. Pre-Arrival / Post Dispatch Instructions,Are you right by the baby now?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-860,D. Pre-Arrival / Post Dispatch Instructions,(No) Get the phone as close to the baby as possible.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-861,D. Pre-Arrival / Post Dispatch Instructions,Don’t hang up. Do it now and tell me when it's done.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-862,D. Pre-Arrival / Post Dispatch Instructions,"(If I'm not here, stay on the line.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-863,D. Pre-Arrival / Post Dispatch Instructions,Listen carefully.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-864,D. Pre-Arrival / Post Dispatch Instructions,Lay the baby flat on its back on the floor/ground and remove any pillows.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-865,D. Pre-Arrival / Post Dispatch Instructions,Kneel next to the baby and look in the mouth for food or vomit.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-866,D. Pre-Arrival / Post Dispatch Instructions,Is there anything in the mouth?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-867,D. Pre-Arrival / Post Dispatch Instructions,"Now place your hand on the baby's forehead, your other hand under the baby's neck and shoulders, then slightly tilt the head back.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-868,D. Pre-Arrival / Post Dispatch Instructions,Put your ear next to the baby's mouth.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-869,D. Pre-Arrival / Post Dispatch Instructions,Can you feel or hear any breathing?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-870,D. Pre-Arrival / Post Dispatch Instructions,I'm going to tell you how to give mouth-to-mouth,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-871,D. Pre-Arrival / Post Dispatch Instructions,Refused M-T-M - 5,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-872,D. Pre-Arrival / Post Dispatch Instructions,"(Place your hand on the baby's forehead, your other hand under the baby's neck and shoulders, then slightly tilt the head back)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-873,D. Pre-Arrival / Post Dispatch Instructions,"Completely cover the baby's mouth and nose with your mouth, then blow 5 puffs of air into the lungs, about a half-second each, just enough ot make the chest rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-874,D. Pre-Arrival / Post Dispatch Instructions,Did you feel the air going in and out?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-875,D. Pre-Arrival / Post Dispatch Instructions,Listen carefully and I'll tell you how to do chest compressions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-876,D. Pre-Arrival / Post Dispatch Instructions,(Make sure the baby is flat on its back on the floor/ground),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-877,D. Pre-Arrival / Post Dispatch Instructions,"Place 2 fingers on the breastbone (in the center of the chest), right between the nipples.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-878,D. Pre-Arrival / Post Dispatch Instructions,Push down 1 inch (3 cm) with only your fingers touching the chest.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-879,D. Pre-Arrival / Post Dispatch Instructions,"Pump the baby's chest rapidly 5 times, at least twice per second.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-880,D. Pre-Arrival / Post Dispatch Instructions,Let the chest come all the way up between pumps,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-881,D. Pre-Arrival / Post Dispatch Instructions,Tell me when you’re done.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-882,D. Pre-Arrival / Post Dispatch Instructions,(Previous airway blockage) Check in the baby's mouth for an object and remove anything you find.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-883,D. Pre-Arrival / Post Dispatch Instructions,Do you understand me so far?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-884,D. Pre-Arrival / Post Dispatch Instructions,"With your hand under the baby's neck and shoulders, slightly tilt the baby's head back again. Put your mouth over the baby's nose and mouth.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-885,D. Pre-Arrival / Post Dispatch Instructions,"Now give 1 puff of air, then pump the chest 5 more times.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-886,D. Pre-Arrival / Post Dispatch Instructions,"Make sure your fingers are on the breastbone (in the center of the chest), right between the nipples.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-887,D. Pre-Arrival / Post Dispatch Instructions,Do you understand?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-888,D. Pre-Arrival / Post Dispatch Instructions,"From now on, give the baby 1 puff then 5 pumps, 1 puff then 5 pumps.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-889,D. Pre-Arrival / Post Dispatch Instructions,Keep doing it until help can take over.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-890,D. Pre-Arrival / Post Dispatch Instructions,(Tell me when they're right with the baby),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-891,D. Pre-Arrival / Post Dispatch Instructions,"If anything changes, tell me immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-892,D. Pre-Arrival / Post Dispatch Instructions,Push down 1 inch (3 cm) with only your fingers touching the chest.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-893,D. Pre-Arrival / Post Dispatch Instructions,"Pump the baby's chest rapidly 5 times, at least twice per second.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-894,D. Pre-Arrival / Post Dispatch Instructions,Let the chest come all the way up between pumps,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-895,D. Pre-Arrival / Post Dispatch Instructions,(Choking) Check in the baby's mouth for an object every few minutes. Remove anything you find.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-896,D. Pre-Arrival / Post Dispatch Instructions,Do you understand?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-897,D. Pre-Arrival / Post Dispatch Instructions,Don’t give up. This will keep the baby going until the paramedics (EMTs) arrive.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-898,D. Pre-Arrival / Post Dispatch Instructions,"(M-T-M) Keep repeating this cycle of 1 puff then 5 pumps, 1 puff then 5 pumps.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-899,D. Pre-Arrival / Post Dispatch Instructions,(Refused M-T-M) Just keep doing the compressions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-900,D. Pre-Arrival / Post Dispatch Instructions,Keep doing it until help can take over.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-901,D. Pre-Arrival / Post Dispatch Instructions,"Tell me when the paramedics (EMTs) are right with the baby, or if anything changes.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-902,D. Pre-Arrival / Post Dispatch Instructions,Tilt the baby's head back a little more.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-903,D. Pre-Arrival / Post Dispatch Instructions,"Completely covers the baby's mouth and nose with your mouth, then blow 5 puffs of air into the lungs, about a half second each, just enough to make the chest rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-904,D. Pre-Arrival / Post Dispatch Instructions,Did you feel the air going in and out?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-905,D. Pre-Arrival / Post Dispatch Instructions,(Look at the baby very closely. Tell me exactly what you see and hear the baby doing.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-906,D. Pre-Arrival / Post Dispatch Instructions,"Determine now if the patient is breathing effectively. If any questions exist, go to Determining AGONAL BREATHING.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
